text,label
احمق ساعت 4 هستتگ کردن اونو هم نمیبینی ؟,"0. 0. 0. 1. 0. 0. 0. 0. 1. 0.
"
برق رعد، پشت پنجره :),"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
وى پى ان رو قطع كنيد، از اول وارد بشينچند موردى كه من ديدم اينجورى درست شد,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
تلقین از باور سرچشمه میگیره؟ یا باور از تلقین؟ :/,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
همه ناکامیهام داره با هم آوار میشه سرم,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
برکناری وزیر آموزش و پرورش ! بیچاره وزیر آموزش و پرورش که هم باید بخاطر اجرای سندی برکنار شود که می گوید به کودکانتان آموزش جنسی بدید که این اتفاقات براشون پیش نیاد و از طرف دیگه بخاطر اتفاق افتادن همون اتفاق !این وسط کسی هم که مانع اجرای سند شده کماکان ولی امر است.قبول باشه.,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
توصیه های سهیل نوروزی برای خرید خانه با توجه به شرایط جدید اقامتی:,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
اگه این رشد فرهنگی نیست پس گه است؟,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
پس فردا برنامه‌ی هه‌سا میاد,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
برای حضرت مهدی دعا کند نرجسبرای حضرت نرجس دعا کند مهدیشهادتین، بصوتِ جلی چو میگوید اصولِ دینِ خدا را نوا کند مهدی...#umanavior,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
تولدت مبارک، با آرزوی بهترینها 🌹🌸🌹,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
تنها موفقیت #فرقه_تبهکار گذاشتن پالان رو دوش یه مشت اسکله! 😂کودن‌ها رفتار کفتار در مقابل شیر همونی نیست که در مقابل سگ‌های وحشی دارند!سگ‌های وحشی هیئت‌حاکمه ایران تنها چیزی که در ازای فروختن مملکت به چینی‌های کفتار گیرشون‌میاد کمی زمانه! همین! 😅#مرگ_بر_جمهوری_اسلامی,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
ماه رمضان ماه گذشت از تعلقات خاطر استحسن خلقی ز خدا می‌طلبم خوی تو راتا دگر خاطر ما از تو پریشان نشود #حافظ,"0. 1. 1. 0. 0. 0. 0. 0. 0. 0.
"
تولدتون مبارک 🌹⁦🏵️⁩🌹,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
بله خُب ایشونم از اعضای فعال تیمه!,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
کاملا صحیح و متین فرمودین ولی اون یکی قطعا باید با منجی ظهور کنه چون این بچه ها ب هیچ سراطی مستقیم نیستن 😂😂😂😂,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
صدای قلبمان یکی نشد ، که راه ما یکی نبود ..تو راه جان سپردی و منم صدای پای تو..,"0. 0. 1. 0. 0. 0. 1. 0. 0. 0.
"
همون همیشگیدیگه عجیب نیست,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
با خستگی زیاد، سردرد شدید، و دندون درد، تو تاریکی اتاق راه میرم و میخونم: امشب که مستِ مستم...😂,"0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
"
اگر کسی از سال 2017-2018 توکن های end داشته الان میتونه هر 100 توکن رو به یک # تبدیل کنه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
دوباره جنگ کانادا - امریکا 😳😳البته خب درگیر نیست و صفایی ندارهمرسی آه🙄🙄,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
ریسی و قالیباف درد مردم کشیده هستن ؟,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
باید به کی زنگ بزنه به نظرتون!؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
سید محمد حسینی لیدر اپوزسیون میلیونی ری استارت,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
ب هر روی آلمانیها ابداع کننده تیکی تاکا بودن ، که پپ باهاش بارسا رو احیا کرد,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
این همه جا مگه تارزانه,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
قراره با بچها برنامه هفتگی بذاریم راجع به بچهامون حرف بزنیم دوست داشتی بیا,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
گلشیفته:چینیا همونایی هستن که با امپراتوری هان متحد شدن و مردم چوسان قدیم رو آواره کردناون دنیا جواب فرمانده جومونگ رو چی میخواید بدین با این قرارداد ۲۵ سالتون؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
بلهطاهره داستان غریبی داشت,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
"شما رو ارجاع میدم کنوانسیون حقوق معاهدات وین 1969:تفاهم نامه ,منشور,میثاق, پیمان, قرارداد, سندهمکاری, اعلامیه و...... وقتی درسطوح حاکمیتی!! در اموری که اختیاراتش متعلق به حکومتهاست(مثل بهره برداری ازمنابع و معادن وبندرگاهها ونظامی و....)منعقد شود,همگی ماهیت عهدنامه دارند!!!👇","0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
با دوستم چت میکردم بعد از وبینار جراحی مبگه آرزوم اینه همسر آینده ام یه جراح فک و صورت خوب باشه و همسر تو یک ارتودونیست خوب،براش ویس فرستادم امیدوارم به روزی خودت بهترین جراح بشی ولی اگر نخواستی دنبال آرزوهات در همسر آینده ات نباش،وای قطعا من یه متخصص ارتوی خوب میشم🤓,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
دیروز رفتیم برا دوستم لباس بخریم من یه لباس دیدم طرح توپ توپی صورتی،گفتم این خیلی قشنگه ها با خنده گفت چقد این شبیه توئه☺کلی قشنگ میدید منو😊,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
ما را به دعا کاش فراموش نسازند...رندان سحرخيز که صاحب نفسانند...,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
وگرنه که تو خوشی و خوشحالی همه مهربون و خوش سرو زبونن ://,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
اقتصاد تک محصولی،ضعف مدیریتی،بوروکراسی ناکارامد،جامعه ی مصرف گرا،جنگ ارزی،احتکار داخلی،خیانت نفوذی ها،عدم توجه به توان داخلی،فرسوده بودن و دانش بنیان نبودن صنایع و ...این ها دلایل مشکلات معیشتی و اقتصادی هستن نه مبارزه در مقابل استکبارگران و استعمارگران,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
تازه ناهار کوبیدیم بر بدن,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
دقیقاااا منم خیلی دلم میخواد این جریان کار لی سومانو بسازه و پرونده شو ببنده°•~☆ ☆~•°,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
یاد اون فیلمایی که از عراقی ها تو مشهد پخش میشه افتادم.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
خیلی عالیه ولی باید اول فیلم پرومتئوس رو ببینی ،این فیلم ادامه جریان پرومتئوس است,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
وای اشک نه نوشته‌ت منو یاد این شعر انداخت,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
وای بغغللل🥺 &gt;&gt;&lt;&lt;,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
تهران امروز متاسفانه فقط شهری برای زنده ماندن مردم است و نه شهری برای زندگی کردن .#تهران#شهردار#فراجناحی#مردم,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
دادم دادم ببخشید ک الان جواب میدم ولی اصلا نوتیفاش نیومد :/,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
سلام ، ممنونم دوست خوبم، لطف دارید،🙏🙏🙏سلامت باشید و پایدار 😊😊🌷🌷🌷,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
من هر بار شهره رو میبینم اعتقادم به فیلم بنجامین باتن بیشتر میشه,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
آرتور در رمان خرمگس ...,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
وای تازه هفت صب بود داشتم بیهوش میشدم😂❤قیافم خوابه,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
اون امروز منه ولى گربه اى وجود نداره اينجا افسوس.,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
... به منزل خانواده این زندانی سیاسی رفته بودند که پس از خروج از دهستان قروچای (زادگاه رامین حسین پناهی) توسط وزارت اطلاعات سنندج بازداشت شدند.,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
توییترتو آپدیت کن درست میشه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
امیدوارم فردا هم برات روز قشنگی باشه، ولی اگه نبود اشکالی نداره، میتونی بجاش برای بهتر شدن فردات تلاش کنی و مطمئن باش که میتونی.,"0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
"
جناب یاشار عزیز این قصه سر دراز داره,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
روحت شاد #رضا_فاضلی گرامی و عزیز همیشه در قلب من و همه #میهن_پرستان جاودانه خواهید ماند.نسل آخوند را از روی زمین برداریم.#جاوید_شاه,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
انصافا از لحاظ روحی نیاز دارم توییتر بپاکم 🙁,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
اووو بببین کی اینجاست,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
استقامتی از جنس کوەمادران #سهیل_عربی #آتنا_دائمی #aminosseinanahi تنهایشان نگذاریم,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
حالا من ک با چادر تحریک میشم چی اجازس ب خودتو و مادر و خواهرت ی تجاوز ریزی کنم؟,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
نیلوفر آبی کجا میبینی؟؟؟ندیدم از نزدیک تا حالا☹☹☹,"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
از عالی ترین اختیارات مردم ایران حق مطالبه گری از مسئولان است.#نظام_مردم,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
ایشالله که صبح میتونم بیدار بشم😬,"0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
"
هیچکس نمیخاد با پشمات بازی کنه بخدا,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
ولی فک کنم کلاب هاوس رو برد تو لیست برادران فیلترینگ! :)),"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
این یعنی اینکه کم دارید,"0. 0. 0. 1. 0. 0. 0. 0. 1. 0.
"
یک ماه قبل و بعد تولدم عمیقا افسرده ام و بابت هر هدفی که تو اون سال بهش نرسیدم ساعتها قلبم درد میگیره، امسال اکثرا تیک خوردن اما به طرز عجیبی حس تحلیل رفته شدن بدنمو دارم. کاش تا قبل روز تولدم نباشم یا به طرز معجزه آسایی اون چندتا هدف دیگه ام تیک بخورن. ترجیحم اولیه.,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
#فوری بازداشت محمد نوری زاد و همراهان وی بعد از ترک منزل خانواده رامین حسین پناهی چند تن از فعالان سیاسی و مدنی که به دیدار خانواده رامین حسین پناهی، زندانی سیاسی محکوم به اعدام رفته بودند، از سوی وزارت اطلاعات سنندج بازداشت شدند.#aminosseinanahi,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
#مقدری عضو شورای شهر اصفهان:شهر دلخواه ایرانیان به فرهنگ ها و آیین ها و مذاهب احترام میگذارد!!آقای مقدری شما که به مراسمات #ارامنه احترام میگذارید چرا #شهرداری در شب #وفات_حضرت_خدیجه س در #باغ_غدیر اصفهان جشن برگزار کرد و حرمت شکستند، اما شما سکوت کردید؟#تلقین_دروغ_نکنید,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
جالبه یعنی عاشق توییتهای طرف میشه ؟😄,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
📍به آزادی و سربلندی مان رأی دادیم و سرود ایمان را بر بلندای مناره های عشق، هم صدا شدیم.#نظام_مردم,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
جایی که من هستم،مرگ نیست؛جایی که مرگ هست، من نیستم.,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
ندارم. لینک ساوند کلود یا اسپاتیفای داری؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
بخدا همش تو خونه نشستیم ای ۱۳ روز. ولی خیلیا رعایت نکردن 😔,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
همچنان كه شركت در انتخابات يك وظيفه است، گزينش خوب و آگاهانه هم يك وظيفه است.نظام_مردم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
📌۱۲فروردین یکی از ایام الله بود، روزی مبارک و مقدس که دهانی به وسعت ایران با فریادی رعدآسا و پرطنین جمهوری اسلامی را آری گفت.#نظام_مردم,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
منم بهش گفتم که نباید اسپرسو باشه ولی قرار نیست هالا مسخرش کنم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
وای چرا انقد خوبن انقد بهم میانننن 😭😭😭😭-¹²,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
من هميشه دلم ميخواد برم تو جمعاي شاد و خودموني از اينا كه همه پا ميشن ميرقصن همه به هم كمك ميكنن ميگن ميخندن,"0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
"
آقای قربانی ، آقای قربانیییییی ، سر ظهر آخه انتر اینجوری صدا میکنن,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
مغلطه نکنید حرف سرخاک و کشوره جوابم روندادید یعنی خودتان هم نمیدانید.,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
قابل توجه غير تير ماهي ها:وقتی یه تيرماهی كنارته خوب نگاش كنبه تمام جزئياتشبه لبخند بين حرفاشبه سبک ادای كلماتشبه شيوه راه رفتنش؛نشستنشبه چشماش خيره شو؛دستاشو به حافظت بسپار...شايد حالا حالاها افتخار اين كه یه تيرماهي کنارت باشه؛نصيبت نشه.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
سلام و صلوات و درود و سپاس بیکران به روح پاک شهید سردار دلها حاج قاسم سلیمانی 🖤 🥀 🇮🇷#مرد_میدان#اللهم_عجل_لوليك_الفرج#آری_به_جمهوری_اسلامی,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
دروغ اپریلی ک من چندتا رو درست حسابی ایسگا نکردم و نگاییدم#엑소 @weareone@_undred_yun@ayzhang,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
#گوشت کمتر، #محیط_زیست سالم تر! مطالعه‌ای که اخیرا در #ساینس چاپ شده نشان می دهد که در صورت حذف نیاز به گوشت و #لبنیات، مساحت مراتع مورد استفاده در جهان می تواند 75 درصد کاهش پیدا کند. تولید گوشت و لبنیات عامل 60 درصد گازهای گلخانه ای بخش #کشاورزی هستند.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
من هر چی دلم بخواد میگم به تو فحش نمیدم مگه جمهوری اسلامیه پیجت اخه ک میگی فحش نده😂😂,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
دقیقا شروع کنکور من تیر ۹۷ بود 😐😃💔,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
اوه ممکنه اما با وجود حکومت اخوندی راهی نداریم جنابایران شده پر اخوند و زور و زور گویی,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
نه نه فقط اینکه به اسم هم رو صدا نمیکردن به هم خواهر یا برادر میگفتن,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
ماه رمضون رو چیکا کنیم,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
کسی هست این شعر یادش باشه؟آهای آهای آی بچه‌هامن یام‌یامم دوست شمامن اولش ویفر بودممن با کرم تو فر بودمبعد شکلات ریخت رو سرمشکلاتی شد دور و ورم,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
رل خوبه مثل چان و بک باشه:) vote # for #tanorld @weareone,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
خیلی وقت پیش این رو گذاشتم تو لیست کنار بی بی سی فارسی,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
یک فایل بیرون اومده که بیشتر بدرد اخبار ساعت دو میخوره. هیچ جزئیات خاصی نداره.این توافق دو سر داره یکی جمهوری اسلامی که تابحال نتونسته و یا نخواسته یک توافق بین المللی (جز صادرات تروریست) موفق داشته باشه. و یک سر دیگه چین که توافقات بلند مدتش با سایر کشورهای مفلوک معروفه.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
فقیری میگفت همه ی عمرمان را با مشقت گریستیم و وقتی لبخند زدیم عکسی از ما گرفتند و زیرش نوشتند:پول خوشبختی نمیاره!,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
ما آدم ها دوست داریم تکریم بشیم توجه بشیم دیده بشیم و........ولی نیازمون اینا نبوده ...,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
دل در بر و می در کف و معشوق به کام استسلطان جهانم به چنین روز غلام استگو شمع میارید در جمع که امشب در مجلسِ ما ماهِ رخ دوست تمام است#حافظ,"0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
"
لاریجانی مثل گربه سهر جوری میندازیش بازم چارچنگولی رئیس مجلس میشه,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
خیلی ارادتمندیم دیار جانه حبیب❤,"0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
"
اپوزیسیون های خارجی ازین به بعد باید بگن؛هرچی عاقامون آمریکا بگه.که مبادا خدایی نکرده ازشون حمایت نشه،برید بمیرید بابا...#نان_کار_آزادی,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
منفعت طلبان استان تحت حمایت مرعشی عامل اصلی این استعفا هستن,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
#eooقضیه به پارسال بر میگردهوقتی که فهمیدم با روحانی تا 1400 . . .رفتم داروخونه و یه جعبه وازلین گرفتم . . .,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
به دلت نگاه کن گاهی ارزشش رو داره گاهی قطعی نه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
لواشک تو ماه رمضون چه میچسپه :,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
چون این چی تلاوت میکنند؟؟,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
نه بزار زنده بمونی🙁وای دور شو پسر از خودم چندشم شد بابت این حرفا 🤦🏻‍♀️,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
تنش سالم باشه و آینده اش روشن و سایه ات بالاسرش,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
همه‌اش که نباید ترسید، راه که بیفتیم ترسمان می‌ریزد #نه_به_جمهوری_اسلامی #o2hinareaty #o2hina,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
اینکه حائری زاده رو میگن #حائری_شیرازی و نوه مرحوم آیت‌الله حائری شیرازی، نشون میده این مرد چقدر وجود پرارزشی بوده که قصد تخریبش رو دارند. خدا بر درجاتش بیفزاید...#تجاوز_دانش_آموزان,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
دستور رهبر انقلاب به رییس قوه قضاییه امیدبخش است؛ شاید اگر در پرونده قضایی قربانیان آزار جنسی مربی صوت و لحن مداخله نمی‌شد و از نوجوانان بزه دیده حمایت می‌شد امروز شاهد تکرار این فاجعه در مدارس نبودیم.,"0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
"
من از این همبستگی بی‌مانند که همه به ندای آسمونی واعتصموا بحبل الله جمیعا و لاتفرقوا لبیک گفتند و به اتفاق آرا به جمهوری اسلامی رای مثبت دادند و رشد سیاسی و اجتماعی خود را به شرق و غرب ثابت کردند تقدیر می‌کنم#نظام_مردم,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
قابل توجه اونایی که میگفتن همه بد و مفسدن بجز #رهبری !دبیر جنبش عدالت خواه دانشجویی مستقیم تو روی رهبر از سیر تا پیاز #اعتصابات و#اعتراضات رو گفت، بعد دوروز #بازداشت شد!شماها که بیشتر با این شعار آشنایید...شمر زمانه را بشناس!#rantrikes #دومینوی_اعتصابات #براندازم,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
اقای نظری بجای ایجاد اختلاف در بین اعتمادملی و توییت در مورد جلسه ای که حاضر نبودید به آینده حزب توجه داشته باشید که خودتون از سهمیه همین حزب استفاده کردید برای وارد شدن به شورای شهر، در انتخاب الفاظتون دقت داشته باشید چه کسانی رو با چه لفظی خطاب قرار دادید؟,"0. 0. 0. 1. 0. 0. 0. 0. 1. 0.
"
توییتر جای من نیس :|,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
تغیر #کانکور (#kankor) تنها راه سرنوشت ساز برای آینده افغانستان و جوانان این کشور است. #کانکور افغانستان فعلا فاسد ترین نظام برای راهیابی جوانان این کشور به تحصیلات عالی میباشد.@,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
چه جالب ولی در عین حال کصشر,"0. 0. 0. 0. 1. 0. 0. 0. 0. 1.
"
مخصوصا دستشوییاصن میری توش بعد چند وقت انگار میری تو بهشت کارتو انجام میدی میایی بیرون,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
محمد نوری‌زاد، حسن موسوی، امیر علی‌ مرادی، روزبه اکرادی، حوریه فرج زاده، داود فرهادپور و همسرش و ترانه مرادخانی از جمله کسانی هستند که ۸ خرداد ۱۳۹۷ برای دیدار با خانواده #رامین_حسین‌_پناهی، زندانی سیاسی محکوم به اعدام...,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
اره خسته است امروز من از جانبش حرف میزنم😂,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
تجربه ۴۰ ساله نشان داد که سازش امنیت سوز و مقاومت امنیت سازاست.#نظام_مردم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
هرچی سوختم بخاطر گرم گرفتن با یه مشت قلب سرد بود..🙂🙃🖤,"0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
"
پرشین گوه شین تو شهر تورک جایی نداره کیر تو‌ همچین خیر خواهی,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
هر سال به لطف این رویداد کلی آدم با استارتاپ آشنا میشدن و یه تعداد خودشون رو به چالش میکشیدن. امیدوارم نظرت عوض شه :),"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
بهاری ، همون بخار منظورم بود 😐,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
حالا همين چيزا از زبان نشريه فروغ حكمش برابر تعليقه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
:)))))))))))))بدبختی اینه برای یا کافرن یا حزب‌اللهی مسلمون معمولی خیلی کم توشون پیدا می‌شه‌. :)),"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
چه بارون و رعد و برقی :**,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
اصلمسؤلیت حمایت(آر تو پی)درواقع می‌گوید:یک حکومت نبایدبرضدمردم سرزمینی باشد.امااین ضدیت آنگاه ب دخالت نظامی منجرمیشود،که درقالب اقدام ب کشتاردست جمعی،پاکسازی نژادی یاقومی،جنایت جنگی یاجنایت علیه بشریت صورت پذیرفته باشد.چنین حکومتی خطری جدی برای جهان است که بایدباآن مقابله کرد,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
علاوه بر کولیها طایفه هایی دیگه هستند که درطبقه بندی اجتماعی نزدیک به کولی ها هستند,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
۹ باید بیدار شم و نمیدونم بخوابم یا نه؟ممکنه بیدار نشم :(,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
واقعا بایدسریع بهشون نبات اندرونی برسه😂,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
تا 25 سال دیگه پرنسس ما میشه 27 ساله، نمیدونم تا اون موقع من زنده هستم یا نه تنها چیزی که از #خدا میخوام اینه که زندگیی قشنگتر و بهتر با عزت و آزادی نصیب بچه هامون بشه، قطعا تصمیمهای الان ما خیلی سرنوشت ساز هستند. #نگرانی#قرارداد_۲۵_ساله#نلین_عشق_نفس 🌈,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
امسال جز دو شب همه شب‌ها افطاری‌های روحانیِ دوستان و اقوام و احزاب و دانشگاه‌ها دعوت بودم. اما تا امشب به #افطاری_روحانی دعوت نشده‌ام. اگر دعوت می‌شدم با افتخار و به احترام رییس‌جمهوری که از همه اطراف تحت فشار است و هنوز از امید می‌گوید و به حمایت ما امیدوار است می‌رفتم.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
دل تنگ چهره هستم که نمی دانم خاک با او چه کرده است....,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
اینو مطمئنید؟چون برای من لوکیشن رو ایران میزد توی اکتیو سیزن,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
صبر كن!در اشتياقى كه به تو دارممگر مى شود خودت سهيم نباشى؟,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
زندگی همش سیاسی نیست .زندگی جزیش سیاست هست,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
کاش کرده بودت.... ته داستان قشنگ تموم نشد....,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
نقش من توی آزمایشگاه نقش مکانیک ارمنی منصف تو تهرانه، هر کی دستگاهش خراب می‌شه میاد سراغ من!,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
به والله من فکر میکردم عشق یعنی فقط تو ولا غیر....ولی بعضي ها عشق رو هم تو هم اون معرفی میکنن...,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
خب خداروشکر ما نه ماشین داریم نه پول☺ مرسی خدا,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
ناچ ناچامروز روز موعوده پسر🧎‍♀️,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
آقای محترم، دولت قبل خاکریز نظام نبود که این همه از زمین و آسمون آتیش سرش می باریدید؟! یا اینکه اون موقع نظام چون «استوانه» داشت، دیگه نیاز به خاکریز نبود؟! البته بنده منتقد اون دولت هم بودم. اما شما نمردید از این همه تناقض، دوگانگی و دستپاچگی؟!,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
شب با کراشم قرار دارم دلتون اببببب,"0. 1. 1. 0. 0. 0. 0. 0. 0. 0.
"
سال گذشته که اولین بار کمپینی علیه سربازی اجباری راه انداختم، رشد عالی ای داشت که یهو فارس من تعداد امضاهای کمپین رو خراب کرد و ما دیدیم 2 روز حتی 1 امضا هم اضافه نشد، پیگیری کردیم و گفتن مشکل فنی پیش اومده.خلاصه که سابقه فارس من رو میدونم. ولی چاره ای نیست.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
